"user_text","user_audio","assistant_text","asr_text"
"Play Miles Davis in the funk style","00607.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Miles Davis</artist><title></title><genre>funk</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Miles Davis</artist><title>Title</title><genre>Funk</genre><album></album></arguments></tool_call><end_of_turn>"
"Play Miles Davis in the funk style","00608.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Miles Davis</artist><title></title><genre>funk</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Miles Davis</artist><title>Miles</title><genre>Funk</genre><album></album></arguments></tool_call><end_of_turn>"
"Would you play drum and bass music by Duke Ellington","00609.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Duke Ellington</artist><title></title><genre>drum and bass</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Duke Ellington</artist><title>Drum and Bass</title><genre>Drum and Bass</genre><album></album></arguments></tool_call><end_of_turn>"
"Would you play drum and bass music by Duke Ellington","00610.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Duke Ellington</artist><title></title><genre>drum and bass</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Duke Ellington</artist><title>Drum and Bass</title><genre>Drum and Bass</genre><album></album></arguments></tool_call><end_of_turn>"
"Launch funk music by Taylor Swift","00611.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Taylor Swift</artist><title></title><genre>funk</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Taylor Swift</artist><title>Chair</title><genre>Funk</genre><album></album></arguments></tool_call><end_of_turn>"
"Launch funk music by Taylor Swift","00612.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Taylor Swift</artist><title></title><genre>funk</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Taylor Swift</artist><title>Chair</title><genre>Funk</genre><album></album></arguments></tool_call><end_of_turn>"
"Initiate trip hop music by Hans Zimmer","00613.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Hans Zimmer</artist><title></title><genre>trip hop</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Hans Zimmer</artist><title>Rach</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Initiate trip hop music by Hans Zimmer","00614.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Hans Zimmer</artist><title></title><genre>trip hop</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Hans Zimmer</artist><title>Title</title><genre>Pop</genre><album></album></arguments></tool_call><end_of_turn>"
"Play Drake in the hip hop style","00615.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Drake</artist><title></title><genre>hip hop</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Drake</artist><title>In the Hip Hop Style</title><genre>Hip Hop</genre><album></album></arguments></tool_call><end_of_turn>"
"Play Drake in the hip hop style","00616.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Drake</artist><title></title><genre>hip hop</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Drake</artist><title>Drake</title><genre>Hip Hop</genre><album></album></arguments></tool_call><end_of_turn>"
"Queue up jazz music by Duke Ellington","00617.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Duke Ellington</artist><title></title><genre>jazz</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Duke Ellington</artist><title>Round Midnight</title><genre>Jazz</genre><album></album></arguments></tool_call><end_of_turn>"
"Queue up jazz music by Duke Ellington","00618.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Duke Ellington</artist><title></title><genre>jazz</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Duke Ellington</artist><title>Jazz</title><genre>Jazz</genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Crystal Gayle doing punk","00619.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Crystal Gayle</artist><title></title><genre>punk</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Crystal Gayle</artist><title>During</title><genre>Punk</genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Crystal Gayle doing punk","00620.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Crystal Gayle</artist><title></title><genre>punk</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Crystal Gayle</artist><title>Punk</title><genre>Punk</genre><album></album></arguments></tool_call><end_of_turn>"
"Play Wolfgang Amadeus Mozart in the trance style","00621.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Wolfgang Amadeus Mozart</artist><title></title><genre>trance</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Wolfgang</artist><title>Amadeus Mozart</title><genre>Trance</genre><album></album></arguments></tool_call><end_of_turn>"
"Play Wolfgang Amadeus Mozart in the trance style","00622.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Wolfgang Amadeus Mozart</artist><title></title><genre>trance</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Wolfgang Amadeus Mozart</artist><title>Mozaart</title><genre>Trance</genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Louis Armstrong doing dubstep","00623.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Louis Armstrong</artist><title></title><genre>dubstep</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Louis Armstrong</artist><title>Title</title><genre>Dubstep</genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Louis Armstrong doing dubstep","00624.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Louis Armstrong</artist><title></title><genre>dubstep</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Louis Armstrong</artist><title>Dabstep</title><genre>Dabstep</genre><album></album></arguments></tool_call><end_of_turn>"
"Can you play lo-fi music by Daft Punk","00625.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Daft Punk</artist><title></title><genre>lo-fi</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Daft Punk</artist><title>Lofi Music</title><genre>Lofi</genre><album></album></arguments></tool_call><end_of_turn>"
"Can you play lo-fi music by Daft Punk","00626.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Daft Punk</artist><title></title><genre>lo-fi</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Daft Punk</artist><title>Lofi Music</title><genre>Lofi</genre><album></album></arguments></tool_call><end_of_turn>"
"Let me hear opera music by Ella Fitzgerald","00627.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Ella Fitzgerald</artist><title></title><genre>opera</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Ella Fitzgerald</artist><title>Qarar</title><genre>Opera</genre><album></album></arguments></tool_call><end_of_turn>"
"Let me hear opera music by Ella Fitzgerald","00628.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Ella Fitzgerald</artist><title></title><genre>opera</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Ella Fitzgerald</artist><title>Opium</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Fire up rock music by Adele","00629.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Adele</artist><title></title><genre>rock</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Adele</artist><title>Rope</title><genre>Rock</genre><album></album></arguments></tool_call><end_of_turn>"
"Fire up rock music by Adele","00630.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Adele</artist><title></title><genre>rock</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Adele</artist><title>Rope</title><genre>Rock</genre><album></album></arguments></tool_call><end_of_turn>"
"Load symphony music by Pink Floyd","00631.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Pink Floyd</artist><title></title><genre>symphony</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Pink Floyd</artist><title>Call</title><genre>Symphony</genre><album></album></arguments></tool_call><end_of_turn>"
"Load symphony music by Pink Floyd","00632.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Pink Floyd</artist><title></title><genre>symphony</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Pink Floyd</artist><title>Chair</title><genre>Symphony</genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Miles Davis doing trip hop","00633.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Miles Davis</artist><title></title><genre>trip hop</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Miles Davis</artist><title>Trip Hop</title><genre>Trip Hop</genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Miles Davis doing trip hop","00634.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Miles Davis</artist><title></title><genre>trip hop</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Bring up r&b music by Frederic Chopin","00635.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Frederic Chopin</artist><title></title><genre>r&b</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Fredrik Chopin</artist><title>Nanshing</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Bring up r&b music by Frederic Chopin","00636.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Frederic Chopin</artist><title></title><genre>r&b</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Frederick Chopin</artist><title>Rondo Caprichoso</title><genre>R&B</genre><album></album></arguments></tool_call><end_of_turn>"
"Stream indie music by Jimi Hendrix","00637.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Jimi Hendrix</artist><title></title><genre>indie</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Jimi Hendrix</artist><title>Rach</title><genre>Indie</genre><album></album></arguments></tool_call><end_of_turn>"
